-14.702 -70.135 7
-2.199 -77.023 7.5 
5.8983 126.92 7
55.1 164.7 7.3
-58.598 -26.466 7.1 
-21.957 169.42 7.5
61.346 -149.96 7 
-5.7078 151.22 7 
-0.1781 119.84 7.5
-18.495 179.36 7.9 
-22.066 170.05 7.1 
-11.042 -70.817 7.1 
10.779 -62.907 7.3 
-18.113 -178.15 8.2
-6.0529 142.77 7.5 
16.389 -97.979 7.2 
56.046 -149.07 7.9 
-15.759 -74.71 7.1  
17.474 -83.519 7.5
