-13.16 -72.55 2430 Machu Picchu
27.18 78.04 168 Taj Mahal
20.68 -88.57 27 Chichen Itza
40.68 117.23 800 Great Wall
-22.95 -43.21 710 Christ the Reedemer
41.89 12.49 23 The Colosseum
40.69 -74.04 7.2 Statue of Liberty
